"Mean_Accuracy","SD_Accuracy","Mean_Balanced_Accuracy","SD_Balanced_Accuracy","Mean_Macro_F1","SD_Macro_F1"
0.861564958623782,0.0275848142576433,0.913464529603789,0.0171971076534181,0.861617495193938,0.0273704857064076
