"sample_id","true_label","k=3","k=4","k=5","k=6","k=7"
"F1","Basal","2","3","2","2","4"
"F2","LumA","1","2","3","1","7"
"F3","LumB","3","4","4","5","1"
"F4","LumA","1","2","5","5","3"
"F5","Normal","1","2","5","3","6"
"F6","Basal","2","3","2","2","4"
"F7","Normal","1","2","5","3","6"
"F8","Normal","1","2","5","3","6"
"F9","Her2","2","1","1","4","5"
"F10","LumA","1","1","1","5","3"
"F11","LumA","1","2","5","3","6"
"F12","LumB","3","4","4","6","1"
"F13","LumA","3","4","3","1","7"
"F14","LumA","3","4","3","1","7"
"F15","LumA","1","2","5","3","6"
"F16","Basal","2","3","2","2","4"
"F17","LumA","1","2","3","1","7"
"F18","LumA","1","2","5","3","6"
"F19","LumA","1","2","3","1","7"
"F20","LumA","1","2","3","1","7"
"F21","Her2","3","1","1","5","3"
"F22","LumA","1","2","3","1","7"
"F23","LumB","3","4","4","5","1"
"F24","LumA","1","2","3","1","7"
"F25","LumA","3","4","3","1","7"
"F26","LumA","1","2","5","3","6"
"F27","Her2","2","1","1","4","5"
"F28","Her2","2","1","1","4","5"
"F29","Her2","2","1","1","4","5"
"F30","LumA","1","2","3","1","7"
"F31","LumA","1","2","5","3","6"
"F32","LumA","3","4","3","1","7"
"F33","LumA","1","2","3","5","3"
"F34","LumB","3","4","3","5","3"
"F35","LumB","3","4","4","5","1"
"F36","LumB","3","4","4","6","1"
"F37","LumA","1","2","5","3","6"
"F38","LumA","3","4","3","1","7"
"F39","LumB","3","4","4","5","3"
"F40","Normal","1","2","3","1","7"
"F41","LumA","1","2","3","1","7"
"F42","LumA","1","2","3","1","7"
"F43","Her2","2","1","1","4","5"
"F44","LumA","1","2","3","1","7"
"F45","Her2","1","1","1","1","7"
"F46","LumA","3","4","4","6","1"
"F47","LumA","3","4","3","1","7"
"F48","Basal","2","3","2","2","4"
"F49","Her2","2","1","1","4","5"
"F50","LumA","1","2","3","1","7"
"F51","Normal","1","2","5","3","6"
"F52","LumA","1","2","3","1","7"
"F53","LumA","1","2","5","3","6"
"F54","Her2","2","1","1","4","5"
"F55","LumA","1","2","3","1","7"
"F56","LumA","1","2","5","3","6"
"F57","LumB","3","4","4","6","2"
"F58","Her2","1","1","1","5","3"
"F59","Her2","2","1","1","4","5"
"F60","LumA","1","2","3","1","7"
"F61","LumA","1","2","5","3","6"
"F62","LumB","3","4","3","1","7"
"F63","Her2","1","1","3","1","7"
"F64","LumA","1","2","3","1","7"
"F65","LumA","1","2","3","1","7"
"F66","LumB","3","4","3","5","7"
"F67","Her2","2","1","1","4","5"
"F68","LumB","3","4","4","5","1"
"F69","LumB","1","1","1","5","3"
"F70","Her2","1","1","1","4","5"
"F71","LumA","1","2","5","3","6"
"F72","LumB","3","4","3","1","7"
"F73","Basal","2","3","2","2","4"
"F74","LumA","3","4","3","1","7"
"F75","LumB","2","1","1","5","3"
"F76","LumA","3","4","4","6","2"
"F77","LumA","1","2","5","3","6"
"F78","LumA","1","2","5","3","6"
"F79","LumA","3","4","4","6","2"
"F80","Basal","2","3","2","2","4"
"F81","LumA","3","4","4","6","2"
"F82","Her2","2","1","1","4","5"
"F83","LumA","1","2","3","1","7"
"F84","LumA","3","4","3","1","2"
"F85","LumA","1","2","3","1","7"
"F86","LumB","3","4","4","6","2"
"F87","LumA","1","2","3","1","7"
"F88","LumA","1","2","3","1","7"
"F89","LumA","1","2","5","3","6"
"F90","LumA","1","2","5","3","6"
"F91","LumB","3","4","4","5","1"
"F92","LumA","1","2","3","1","7"
"F93","LumA","3","4","3","1","7"
"F94","LumB","3","4","4","6","1"
"F95","LumB","3","4","4","6","2"
"F96","Basal","2","3","2","2","4"
"F97","LumA","1","2","5","3","6"
"F98","Her2","2","1","1","4","3"
"F99","LumA","1","2","3","1","7"
"F100","LumA","1","2","5","3","6"
"F101","LumB","2","1","1","5","3"
"F102","LumB","3","4","4","5","1"
"F103","LumA","3","4","4","6","2"
"F104","LumB","1","2","3","1","7"
"F105","LumA","1","2","3","1","7"
"F106","LumA","1","2","5","3","6"
"F107","Basal","2","3","2","2","4"
"F108","LumA","1","2","3","1","7"
"F109","LumB","3","4","3","1","7"
"F110","LumA","1","2","3","1","7"
"F111","LumA","1","2","5","3","7"
"F112","LumB","3","4","4","6","1"
"F113","LumA","1","2","3","1","7"
"F114","LumA","1","2","5","3","6"
"F115","Her2","2","1","1","4","5"
"F116","LumB","3","4","3","1","7"
"F117","LumA","1","2","3","1","7"
"F118","LumA","3","4","3","1","7"
"F119","LumB","3","4","4","6","2"
"F120","LumA","1","2","5","3","6"
"F121","LumA","3","4","3","1","7"
"F122","LumA","1","2","3","1","7"
"F123","LumA","1","2","3","1","7"
"F124","LumA","3","4","3","1","7"
"F125","LumA","1","2","3","1","7"
"F126","LumA","1","2","5","3","6"
"F127","Her2","1","1","1","4","3"
"F128","LumA","1","2","3","1","7"
"F129","LumA","1","2","3","1","7"
"F130","LumA","1","2","5","1","7"
"F131","LumA","1","2","3","1","7"
"F132","LumA","1","2","5","3","6"
"F133","LumA","1","2","3","1","7"
"F134","Her2","2","1","1","4","5"
"F135","LumA","3","4","3","1","7"
"F136","LumA","1","2","5","3","6"
"F137","Her2","2","1","1","4","5"
"F138","LumB","3","4","4","6","1"
"F139","LumA","3","4","4","6","1"
"F140","LumA","3","4","3","1","7"
"F141","LumA","1","2","5","3","7"
"F142","Basal","2","3","2","2","4"
"F143","LumA","1","2","5","3","6"
"F144","Basal","2","3","2","2","4"
"F145","Her2","2","1","1","4","5"
"F146","LumA","1","2","3","1","7"
"F147","LumB","1","1","1","5","3"
"F148","LumA","1","2","5","3","6"
"F149","LumA","1","2","5","3","6"
"F150","Normal","1","2","5","3","6"
"F151","LumA","1","2","3","1","7"
"F152","LumA","1","2","3","1","7"
"F153","LumB","3","4","4","6","2"
"F154","Basal","2","3","2","2","4"
"F155","LumA","1","2","5","3","6"
"F156","LumB","1","1","3","1","7"
"F157","LumA","1","2","3","1","7"
"F158","Basal","2","3","2","2","4"
"F159","LumA","3","4","3","1","7"
"F160","LumB","3","4","3","1","7"
"F161","LumA","1","2","5","3","6"
"F162","LumA","3","4","4","6","2"
"F163","LumA","3","4","4","6","1"
"F164","LumA","1","2","5","3","6"
"F165","LumA","1","2","3","1","7"
"F166","Basal","2","3","2","2","4"
"F167","LumA","1","2","5","3","6"
"F168","LumA","1","2","5","3","6"
"F169","LumA","1","2","5","3","6"
"F170","LumA","3","4","4","6","1"
"F171","LumA","1","2","5","3","6"
"F172","LumA","1","2","5","3","6"
"F173","Basal","2","3","2","2","4"
"F174","LumB","3","4","4","6","2"
"F175","LumA","3","4","3","1","7"
"F176","LumA","1","2","3","1","7"
"F177","Her2","3","1","3","1","7"
"F178","LumA","1","2","5","3","7"
"F179","LumA","1","2","5","1","7"
"F180","LumA","1","2","5","3","6"
"F181","LumA","3","1","1","5","3"
"F182","LumB","3","1","1","5","3"
"F183","LumA","3","4","3","1","7"
"F184","LumA","1","2","5","3","6"
"F185","LumA","1","2","3","1","7"
"F186","LumA","3","4","3","1","7"
"F187","LumA","1","2","3","1","7"
"F188","LumA","1","2","3","1","7"
"F189","LumB","3","4","4","6","1"
"F190","LumA","1","2","3","1","7"
"F191","LumB","3","4","4","6","2"
"F192","LumA","1","2","3","1","7"
"F193","LumA","1","2","3","1","7"
"F194","LumB","1","1","1","5","3"
"F195","LumA","1","2","5","3","6"
"F196","LumA","1","2","5","3","6"
"F197","LumA","1","2","5","3","6"
"F198","LumA","1","2","5","3","6"
"F199","LumB","1","1","3","1","7"
"F200","LumA","3","4","3","1","7"
"F201","LumA","1","2","5","3","6"
"F202","LumA","1","2","5","3","6"
"F203","Normal","1","2","5","3","6"
"F204","LumB","3","4","3","1","7"
"F205","Basal","2","3","2","2","4"
"F206","LumA","1","2","5","3","6"
"F207","LumA","1","2","3","1","7"
"F208","LumA","1","2","3","1","7"
"F209","LumB","3","4","3","5","3"
"F210","LumA","1","2","3","1","7"
"F211","LumB","3","4","3","1","7"
"F212","LumA","1","2","3","1","7"
"F213","LumB","1","1","1","5","3"
"F214","LumB","1","2","3","5","3"
"F215","LumA","1","2","3","1","7"
"F216","LumA","3","4","4","6","2"
"F217","LumA","1","2","5","3","6"
"F218","LumA","1","1","1","4","5"
"F219","LumA","1","2","5","1","7"
"F220","LumA","1","2","5","3","6"
"F221","LumA","3","4","3","1","7"
"F222","LumB","3","4","4","6","1"
"F223","LumA","1","2","5","3","6"
"F224","LumA","1","2","5","3","6"
"F225","LumB","3","4","4","6","2"
"F226","LumA","1","2","5","3","6"
"F227","LumA","1","2","3","1","7"
"F228","LumA","1","2","5","1","7"
"F229","LumB","3","4","4","1","1"
"F230","LumA","1","2","5","3","6"
"F231","LumB","1","2","5","3","6"
"F232","Her2","1","1","3","1","7"
"F233","LumA","3","4","3","1","7"
"F234","Normal","1","1","5","5","3"
"F235","LumB","3","4","3","1","7"
"F236","Basal","2","3","2","2","4"
"F237","LumB","3","4","4","5","3"
"F238","Her2","2","1","1","4","5"
"F239","LumA","1","2","3","1","7"
"F240","Her2","1","2","5","3","6"
"F241","Her2","2","1","1","4","5"
"F242","Her2","3","4","4","6","1"
"F243","Her2","2","1","1","4","5"
"F244","LumA","1","2","3","5","3"
"F245","Normal","1","2","5","5","3"
"F246","LumA","3","4","4","5","3"
"F247","LumB","3","4","4","6","1"
"F248","Her2","2","1","1","4","5"
"F249","LumA","1","1","1","4","3"
"F250","LumA","3","4","4","6","2"
"F251","LumA","1","2","3","1","7"
"F252","LumB","3","4","4","5","3"
"F253","LumA","1","2","5","3","6"
"F254","LumA","1","2","5","3","6"
"F255","Her2","3","4","3","1","7"
"F256","LumA","1","2","5","3","6"
"F257","LumA","1","2","5","3","6"
"F258","Her2","2","1","1","4","5"
"F259","Basal","2","3","2","2","4"
"F260","LumA","1","2","3","1","7"
"F261","LumB","1","2","3","1","7"
"F262","LumA","1","2","3","1","7"
"F263","LumA","1","2","5","3","6"
"F264","LumB","3","4","3","1","7"
"F265","LumA","3","4","3","1","7"
"F266","Her2","2","1","1","4","5"
"F267","Her2","2","1","1","4","5"
"F268","LumA","1","2","5","3","6"
"F269","LumA","1","2","5","3","6"
"F270","LumA","1","2","3","1","7"
"F271","LumA","1","2","5","3","6"
"F272","Normal","1","1","5","3","6"
"F273","LumA","1","1","3","1","7"
"F274","LumA","1","2","5","3","6"
"F275","Her2","2","1","1","5","3"
"F276","LumB","3","4","3","1","7"
"F277","LumB","3","4","4","6","1"
"F278","LumA","1","2","3","1","7"
"F279","LumA","1","2","5","3","6"
"F280","LumB","1","2","3","1","7"
"F281","LumA","1","2","3","1","7"
"F282","LumA","1","2","3","1","7"
"F283","LumA","1","2","3","1","7"
"F284","Normal","3","2","3","1","7"
"F285","LumB","3","4","4","6","1"
"F286","Basal","2","3","2","2","4"
"F287","LumA","1","2","3","1","7"
"F288","Basal","2","3","2","2","4"
"F289","Her2","1","1","3","1","7"
"F290","LumB","3","4","3","1","7"
"F291","LumA","3","4","3","1","7"
"F292","LumA","3","4","3","1","7"
"F293","LumA","1","2","5","3","6"
"F294","LumA","1","2","3","1","7"
"F295","LumA","1","2","3","5","3"
"F296","LumA","3","4","4","6","2"
"F297","LumA","1","2","5","3","6"
"F298","LumB","3","1","1","5","3"
"F299","LumA","1","2","5","3","6"
"F300","LumA","3","4","3","1","7"
"F301","LumA","3","4","4","6","2"
"F302","Basal","2","3","2","2","4"
"F303","LumB","3","4","3","1","7"
"F304","Her2","2","1","1","4","5"
"F305","LumA","1","2","3","1","7"
"F306","LumB","2","1","1","5","3"
"F307","LumA","1","2","3","1","7"
"F308","LumA","1","2","3","1","7"
"F309","LumA","1","2","3","1","7"
"F310","LumA","1","2","3","1","7"
"F311","LumA","1","2","5","3","6"
"F312","LumA","1","2","5","3","6"
"F313","LumA","1","2","5","3","6"
"F314","LumB","3","4","4","6","2"
"F315","LumA","1","2","3","1","7"
"F316","LumA","1","2","5","3","6"
"F317","LumA","3","4","3","1","7"
"F318","Basal","2","3","2","2","4"
"F319","Normal","1","2","5","3","6"
"F320","LumB","3","4","4","6","7"
"F321","LumA","1","1","3","1","7"
"F322","LumB","3","4","4","6","1"
"F323","LumB","3","1","1","5","3"
"F324","LumB","3","4","3","1","7"
"F325","LumB","3","4","4","6","1"
"F326","LumA","3","4","3","1","7"
"F327","LumB","1","1","3","1","7"
"F328","LumA","1","2","5","3","6"
"F329","Her2","2","1","1","5","3"
"F330","LumA","3","4","3","1","1"
"F331","LumB","3","4","3","1","7"
"F332","LumA","1","2","5","3","6"
"F333","Her2","2","1","1","4","5"
"F334","LumB","3","4","3","1","7"
"F335","LumA","1","2","3","1","7"
"F336","LumA","1","2","5","3","6"
"F337","Normal","1","2","5","3","6"
"F338","LumA","1","2","3","1","7"
"F339","LumA","1","2","5","3","6"
"F340","LumA","1","2","5","3","6"
"F341","Basal","2","3","2","2","4"
"F342","LumA","1","2","3","1","7"
"F343","Basal","2","3","2","2","4"
"F344","LumB","3","4","3","1","7"
"F345","LumA","1","2","5","3","6"
"F346","LumA","3","4","4","6","2"
"F347","LumA","1","2","3","1","7"
"F348","LumA","3","4","3","1","7"
"F349","LumB","1","1","1","5","3"
"F350","LumA","1","2","5","3","6"
"F351","LumA","1","2","3","1","7"
"F352","LumA","1","2","3","1","7"
"F353","LumA","1","2","3","1","7"
"F354","Basal","2","1","1","5","3"
"F355","LumA","3","1","3","5","3"
"F356","LumA","1","2","3","1","7"
"F357","LumA","1","2","3","1","7"
"F358","LumB","3","4","4","6","1"
"F359","Normal","1","2","5","3","6"
"F360","Her2","2","1","1","4","5"
"F361","LumA","1","2","5","3","6"
"F362","LumA","1","2","3","1","7"
"F363","LumA","3","4","4","6","1"
"F364","LumB","3","4","4","5","3"
"F365","LumB","3","4","4","6","2"
"F366","LumA","3","4","3","1","7"
"F367","LumA","1","2","5","5","3"
"F368","LumA","1","2","3","1","7"
"F369","Basal","2","3","2","2","4"
"F370","LumA","3","4","3","1","7"
"F371","LumA","3","4","3","1","7"
"F372","LumA","1","2","5","3","6"
"F373","LumA","3","4","3","1","7"
"F374","LumA","1","2","3","1","7"
"F375","LumA","1","2","3","1","7"
"F376","Her2","1","1","1","5","3"
"F377","LumA","1","2","5","3","6"
"F378","LumA","1","2","5","3","6"
"F379","Basal","2","3","2","2","4"
"F380","LumB","3","4","3","1","1"
"F381","LumB","3","4","3","1","1"
"F382","Her2","2","1","1","4","5"
"F383","LumA","1","2","5","3","6"
"F384","Basal","2","3","2","2","4"
"F385","Her2","2","1","1","4","5"
"F386","LumB","3","4","3","5","3"
"F387","LumA","1","2","5","3","6"
"F388","LumB","3","4","4","6","2"
"F389","LumA","1","2","5","3","6"
"F390","Her2","2","1","1","4","5"
"F391","LumA","1","2","3","1","7"
"F392","LumB","3","4","3","1","7"
"F393","LumA","3","4","3","1","7"
"F394","LumA","1","2","3","1","7"
"F395","LumA","1","2","3","1","7"
"F396","LumB","3","4","4","5","1"
"F397","LumB","3","4","4","6","1"
"F398","LumA","3","4","4","6","1"
"F399","LumA","1","2","5","3","6"
"F400","LumA","1","2","5","3","6"
"F401","LumB","1","2","3","1","7"
"F402","Basal","2","3","2","2","4"
"F403","LumA","1","2","5","3","6"
"F404","LumA","3","4","3","1","7"
"F405","LumA","1","2","3","1","7"
"F406","Her2","1","2","3","1","7"
"F407","LumA","1","2","3","1","7"
"F408","LumA","1","2","5","3","6"
"F409","LumA","3","4","4","6","2"
"F410","LumA","1","2","3","1","7"
"F411","LumB","2","1","1","5","3"
"F412","LumB","3","4","4","6","2"
"F413","LumA","3","4","4","6","2"
"F414","LumB","3","4","3","1","1"
"F415","Basal","2","3","2","2","4"
"F416","LumA","3","4","3","1","7"
"F417","LumA","3","4","3","1","7"
"F418","LumA","1","2","3","1","7"
"F419","LumA","1","2","3","1","7"
"F420","LumA","1","2","5","3","6"
"F421","LumA","1","2","3","1","7"
"F422","LumA","3","4","3","1","7"
"F423","Normal","1","2","5","3","6"
"F424","LumA","1","2","3","1","7"
"F425","Basal","2","3","2","2","4"
"F426","LumA","3","4","4","6","2"
"F427","LumB","3","4","4","6","1"
"F428","LumB","3","4","4","6","1"
"F429","LumA","3","4","4","6","1"
"F430","LumB","3","4","3","5","1"
"F431","Basal","2","3","2","2","4"
"F432","Basal","2","3","2","2","4"
"F433","LumB","1","1","1","5","3"
"F434","LumA","1","2","5","3","6"
"F435","LumA","3","4","4","6","1"
"F436","Basal","2","3","2","2","4"
"F437","LumB","3","4","4","6","2"
"F438","LumA","1","2","5","3","3"
"F439","LumA","1","2","5","3","6"
"F440","LumB","1","1","1","5","3"
"F441","Basal","2","3","2","2","4"
"F442","LumB","1","1","1","4","3"
"F443","LumA","1","2","5","3","6"
"F444","Her2","1","1","1","4","5"
"F445","Her2","2","1","1","4","5"
"F446","Basal","2","3","2","2","4"
"F447","Basal","2","3","2","2","4"
"F448","LumB","3","4","4","5","1"
"F449","LumA","1","2","5","3","6"
"F450","Basal","2","3","2","2","4"
"F451","Basal","2","3","2","2","4"
"F452","LumA","1","1","5","5","3"
"F453","LumB","3","4","4","6","2"
"F454","LumA","3","4","3","1","7"
"F455","Her2","2","1","1","4","5"
"F456","LumB","3","4","4","6","1"
"F457","Basal","2","3","2","2","4"
"F458","Basal","2","3","2","2","4"
"F459","LumA","1","2","5","3","6"
"F460","Basal","2","3","2","2","4"
"F461","Her2","3","4","3","1","1"
"F462","Basal","1","2","5","3","6"
"F463","LumA","1","2","5","3","6"
"F464","LumA","1","2","5","3","6"
"F465","LumA","1","2","5","3","6"
"F466","LumB","3","4","3","1","1"
"F467","LumA","1","2","5","3","6"
"F468","Her2","1","1","3","4","5"
"F469","LumB","3","4","4","6","1"
"F470","LumA","1","2","3","1","7"
"F471","Normal","2","3","2","2","4"
"F472","LumA","3","4","3","1","7"
"F473","LumB","3","4","3","1","7"
"F474","Basal","2","3","2","2","4"
"F475","LumB","3","4","4","6","1"
"F476","LumA","1","2","5","3","6"
"F477","LumA","1","2","3","5","3"
"F478","LumA","3","4","3","1","7"
"F479","LumA","1","2","5","3","6"
"F480","Basal","2","3","2","4","5"
"F481","LumA","1","2","3","1","7"
"F482","LumA","1","1","3","1","7"
"F483","Her2","2","1","1","4","5"
"F484","LumB","3","4","3","1","7"
"F485","LumA","1","2","3","1","7"
"F486","LumB","3","4","3","1","2"
"F487","LumA","1","2","3","1","7"
"F488","LumA","3","4","4","6","2"
"F489","LumA","1","2","5","3","6"
"F490","LumA","1","2","5","5","3"
"F491","LumA","1","2","5","3","6"
"F492","LumA","1","2","3","1","7"
"F493","LumA","1","2","5","3","6"
"F494","Basal","2","3","2","2","4"
"F495","LumB","3","4","3","5","3"
"F496","Basal","2","3","2","2","4"
"F497","LumA","3","4","4","6","2"
"F498","LumB","3","4","3","5","3"
"F499","Normal","1","2","5","3","6"
"F500","LumA","1","2","5","3","7"
"F501","LumB","3","4","3","1","7"
"F502","LumA","1","2","3","1","7"
"F503","LumB","3","4","3","5","1"
"F504","LumA","3","4","3","1","7"
"F505","LumB","1","2","3","1","7"
"F506","Basal","2","3","2","2","4"
"F507","LumB","3","4","4","6","1"
"F508","Normal","1","1","1","1","7"
"F509","LumA","1","2","3","1","7"
"F510","Her2","1","1","5","3","6"
"F511","LumA","1","2","5","3","6"
"F512","LumB","1","2","3","1","7"
"F513","Basal","2","3","2","2","4"
"F514","LumA","1","2","3","1","7"
"F515","LumA","1","2","5","3","6"
"F516","LumB","3","4","4","6","2"
"F517","LumA","1","2","3","1","7"
"F518","Her2","1","1","1","4","5"
"F519","LumA","3","4","3","1","7"
"F520","LumA","1","2","5","3","6"
"F521","LumA","1","2","5","3","6"
"F522","LumA","3","4","3","1","2"
"F523","LumA","3","4","4","6","2"
"F524","Basal","2","3","2","2","4"
"F525","LumA","1","2","5","3","6"
"F526","LumA","3","4","3","1","1"
"F527","Normal","1","2","5","3","6"
"F528","LumA","1","1","5","3","3"
"F529","Her2","2","1","1","4","5"
"F530","LumA","1","2","5","3","6"
"F531","LumB","1","2","3","1","7"
"F532","LumA","1","2","5","3","6"
"F533","LumA","3","4","3","1","7"
"F534","LumA","1","2","5","3","6"
"F535","LumA","1","2","5","3","7"
"F536","LumB","3","4","3","1","7"
"F537","LumB","3","4","4","6","2"
"F538","LumB","3","4","3","1","7"
"F539","LumA","3","4","4","6","2"
"F540","LumA","1","2","3","1","7"
"F541","LumA","3","4","4","5","3"
"F542","Her2","2","1","1","4","5"
"F543","LumA","3","4","3","1","7"
"F544","LumA","3","4","3","1","7"
"F545","Basal","2","3","2","2","4"
"F546","LumA","1","2","3","1","7"
"F547","Her2","3","4","3","1","7"
"F548","LumA","1","2","3","1","7"
"F549","LumA","1","2","5","3","6"
"F550","LumA","1","2","5","3","7"
"F551","LumA","1","2","5","3","6"
"F552","Her2","2","1","1","4","5"
"F553","LumA","1","2","3","1","7"
"F554","Basal","2","3","2","2","4"
"F555","LumA","1","2","3","1","7"
"F556","Her2","1","1","1","5","3"
"F557","LumB","3","4","4","5","3"
"F558","LumB","3","4","4","6","1"
"F559","Normal","2","1","5","3","6"
"F560","LumA","1","1","3","5","3"
"F561","LumA","1","2","5","3","6"
"F562","LumA","1","2","3","1","7"
"F563","LumB","3","4","4","5","1"
"F564","LumA","1","2","3","1","7"
"F565","LumB","1","1","3","5","3"
"F566","LumA","1","2","3","1","7"
"F567","LumA","1","2","5","3","6"
"F568","LumA","1","2","3","1","7"
"F569","Basal","2","1","1","3","6"
"F570","LumA","3","4","3","1","7"
"F571","Her2","1","1","1","4","5"
"F572","LumA","1","2","5","3","6"
"F573","Basal","2","3","2","2","4"
"F574","LumA","1","2","5","3","6"
"F575","Basal","2","3","2","2","4"
"F576","Basal","2","3","2","2","4"
"F577","Her2","2","1","1","4","5"
"F578","Her2","2","1","1","4","5"
"F579","Basal","2","3","2","2","4"
"F580","Her2","2","1","1","4","5"
"F581","LumA","1","2","3","1","7"
"F582","LumB","1","2","3","5","3"
"F583","LumA","1","2","5","3","6"
"F584","Her2","2","1","1","4","5"
"F585","LumB","2","1","1","5","3"
"F586","Normal","1","1","1","5","3"
"F587","Normal","1","2","5","3","6"
"F588","Basal","2","3","2","2","4"
"F589","Her2","2","1","1","4","5"
"F590","Basal","2","3","2","2","4"
"F591","LumA","3","4","4","6","2"
"F592","LumB","3","4","4","5","1"
"F593","LumB","3","4","4","6","1"
"F594","LumB","3","4","4","6","1"
"F595","Basal","2","3","2","2","4"
"F596","LumB","3","1","3","5","3"
"F597","LumA","1","2","5","3","6"
"F598","Her2","2","1","1","4","5"
"F599","LumB","3","4","4","6","2"
"F600","LumA","1","2","5","3","7"
"F601","LumA","3","4","3","1","7"
"F602","LumA","1","2","3","1","7"
"F603","Basal","2","3","2","2","4"
"F604","LumA","1","2","5","3","6"
"F605","Her2","2","1","1","4","5"
"F606","LumA","1","2","5","3","6"
"F607","LumA","1","2","5","3","6"
"F608","Her2","1","1","1","3","3"
"F609","LumA","1","2","5","3","6"
"F610","LumA","1","2","5","3","7"
"F611","Her2","1","1","1","4","5"
"F612","LumA","1","2","3","1","7"
"F613","LumA","1","2","3","1","7"
"F614","Her2","3","4","3","1","7"
"F615","Basal","2","3","2","2","4"
"F616","Her2","1","1","1","4","5"
"F617","LumB","3","4","4","5","1"
"F618","Basal","2","1","1","5","3"
"F619","Normal","1","2","5","3","6"
"F620","Her2","2","1","1","4","5"
"F621","Basal","2","3","2","2","4"
"F622","LumA","1","2","5","3","6"
"F623","LumA","1","2","5","3","3"
"F624","LumA","1","2","5","5","3"
"F625","LumA","1","2","3","5","3"
"F626","LumA","1","2","5","3","6"
"F627","Her2","2","1","1","4","5"
"F628","LumB","3","1","1","5","3"
"F629","Normal","1","2","5","3","6"
"F630","LumB","3","4","3","5","3"
"F631","Basal","2","3","2","2","4"
"F632","LumA","1","1","1","5","3"
"F633","LumB","3","4","3","1","7"
"F634","Normal","1","1","1","4","5"
"F635","LumA","1","2","5","3","6"
"F636","LumB","3","4","4","6","2"
"F637","LumA","1","2","5","3","6"
"F638","LumA","3","1","3","1","7"
"F639","LumB","1","2","5","5","3"
"F640","LumA","1","2","3","1","7"
"F641","LumA","1","2","5","3","6"
"F642","LumA","3","4","3","1","7"
"F643","Basal","2","3","2","2","4"
"F644","LumB","3","4","3","1","7"
"F645","LumA","1","2","5","3","6"
"F646","Normal","2","1","1","4","5"
"F647","LumB","3","4","4","5","3"
"F648","Her2","2","1","1","4","5"
"F649","LumA","3","1","3","1","7"
"F650","Basal","2","3","2","2","4"
"F651","LumA","1","2","5","3","6"
"F652","LumA","1","2","3","1","7"
"F653","LumA","1","2","5","3","6"
"F654","Basal","2","3","2","2","4"
"F655","Her2","2","1","1","4","5"
"F656","LumB","3","4","3","1","7"
"F657","Normal","1","1","1","5","3"
"F658","LumA","3","4","4","6","1"
"F659","LumA","1","2","5","3","6"
"F660","LumA","3","4","3","5","3"
"F661","LumA","1","2","3","1","7"
"F662","LumA","1","2","3","1","7"
"F663","Normal","1","2","5","3","6"
"F664","LumA","3","4","4","5","3"
"F665","Basal","2","3","2","2","4"
"F666","LumA","1","2","5","3","6"
"F667","LumB","3","4","4","6","2"
"F668","Normal","1","2","5","3","6"
"F669","LumA","1","2","5","3","6"
"F670","LumA","1","2","5","3","6"
"F671","LumA","1","2","5","3","6"
"F672","Basal","2","3","2","2","4"
"F673","Basal","2","3","2","4","5"
"F674","LumA","1","2","3","1","7"
"F675","Basal","2","3","2","2","4"
"F676","LumA","1","2","5","3","6"
"F677","Normal","1","2","5","3","6"
"F678","LumB","3","4","3","1","7"
"F679","LumB","3","4","4","6","1"
"F680","Normal","1","2","5","3","6"
"F681","LumB","2","1","1","5","3"
"F682","Normal","1","2","5","4","5"
"F683","LumA","1","2","5","5","3"
"F684","Normal","1","2","5","3","6"
"F685","LumB","3","4","4","6","2"
"F686","LumA","1","2","5","5","3"
"F687","LumA","1","2","5","1","7"
"F688","LumA","1","2","5","3","6"
"F689","LumA","1","2","3","1","7"
"F690","LumA","1","2","3","5","3"
"F691","LumB","3","4","4","6","2"
"F692","LumA","3","4","4","5","3"
"F693","LumA","1","1","1","5","3"
"F694","Her2","2","1","1","4","5"
"F695","LumA","3","4","4","6","2"
"F696","LumB","3","4","4","6","1"
"F697","LumA","1","2","5","3","6"
"F698","LumA","1","2","5","3","6"
"F699","LumA","1","2","5","3","6"
"F700","LumA","1","2","5","3","6"
"F701","Basal","2","3","2","2","4"
"F702","LumA","3","4","4","6","2"
"F703","LumB","3","4","3","1","7"
"F704","Her2","2","1","1","4","5"
"F705","LumA","1","2","5","3","6"
"F706","LumB","3","2","5","5","3"
"F707","LumA","1","2","3","1","7"
"F708","LumA","1","2","5","3","6"
"F709","LumA","1","2","5","3","6"
"F710","LumB","3","4","4","6","1"
"F711","LumA","1","2","5","3","6"
"F712","LumA","3","4","4","5","1"
"F713","Basal","2","3","2","2","4"
"F714","LumB","3","4","3","1","7"
"F715","LumB","3","4","3","1","7"
"F716","Normal","1","2","5","3","6"
"F717","LumA","1","2","5","3","6"
"F718","LumA","3","4","3","1","7"
"F719","Her2","2","1","1","4","5"
"F720","Her2","3","1","1","5","3"
"F721","Her2","2","1","1","4","5"
"F722","LumA","3","4","3","1","7"
"F723","LumA","3","4","3","1","7"
"F724","Her2","2","1","1","4","5"
"F725","Her2","1","1","3","1","7"
"F726","LumB","1","2","3","1","7"
"F727","LumA","3","4","3","1","1"
"F728","LumA","1","2","5","3","6"
"F729","LumA","1","2","5","3","6"
"F730","Basal","2","3","2","2","4"
"F731","LumA","3","4","4","6","2"
"F732","Basal","2","3","2","2","4"
"F733","LumA","3","4","3","5","3"
"F734","LumA","3","4","3","1","7"
"F735","Her2","2","1","1","4","5"
