"sample_id","true_label","k=3","k=4","k=5","k=6","k=7"
"F2124","LumA","1","1","1","5","3"
"F2125","LumA","3","4","4","6","1"
"F2126","LumB","3","4","3","1","7"
"F2127","LumB","3","4","3","5","1"
"F2128","Her2","2","1","1","4","5"
"F2129","LumA","1","2","5","3","6"
"F2130","Her2","2","1","1","4","5"
"F2131","LumB","1","1","1","5","3"
"F2132","LumA","1","2","5","3","6"
"F2133","LumB","3","4","4","6","1"
"F2134","Basal","2","3","2","2","4"
"F2135","Basal","2","3","2","2","4"
"F2136","LumB","3","4","3","1","7"
"F2137","LumA","1","1","3","1","7"
"F2138","LumA","1","2","5","3","6"
"F2139","LumB","3","4","3","1","7"
"F2140","LumB","3","4","4","5","3"
"F2141","LumA","1","2","5","3","6"
"F2142","LumA","1","2","3","1","7"
"F2143","LumB","1","2","3","5","3"
"F2144","LumA","1","2","5","3","6"
"F2145","Normal","1","1","5","3","6"
"F2146","LumB","3","4","3","5","3"
"F2147","LumA","1","2","5","3","6"
"F2148","LumA","1","2","3","1","7"
"F2149","LumA","3","4","3","1","7"
"F2150","LumB","1","2","3","1","7"
"F2151","LumA","1","2","5","3","6"
"F2152","Normal","1","2","5","3","6"
"F2153","Her2","2","1","1","4","5"
"F2154","LumA","3","4","4","6","2"
"F2155","LumB","3","4","4","6","1"
"F2156","LumA","1","2","3","1","7"
"F2157","LumA","3","4","4","6","2"
"F2158","LumA","1","2","5","3","6"
"F2159","LumA","3","4","4","6","2"
"F2160","LumA","1","2","3","1","7"
"F2161","Basal","2","3","2","2","4"
"F2162","LumB","1","2","5","5","3"
"F2163","LumA","1","2","3","5","3"
"F2164","LumB","3","4","4","6","1"
"F2165","LumB","3","4","3","1","1"
"F2166","LumB","3","4","4","6","2"
"F2167","Basal","2","3","2","2","4"
"F2168","LumA","1","2","5","3","6"
"F2169","LumA","3","4","4","6","2"
"F2170","LumB","3","4","4","6","1"
"F2171","LumA","1","2","3","1","7"
"F2172","LumB","3","1","1","5","3"
"F2173","Normal","1","2","5","3","6"
"F2174","LumB","3","4","4","6","1"
"F2175","Basal","2","3","2","2","4"
"F2176","Normal","1","1","1","5","3"
"F2177","LumA","1","2","5","3","6"
"F2178","LumA","3","4","3","1","7"
"F2179","LumA","1","2","5","3","6"
"F2180","LumB","3","4","4","6","1"
"F2181","LumB","3","4","4","6","1"
"F2182","Basal","2","3","2","2","4"
"F2183","LumB","3","1","3","5","3"
"F2184","Her2","3","1","1","5","3"
"F2185","LumB","3","4","4","6","1"
"F2186","LumB","3","1","1","5","3"
"F2187","Basal","2","3","2","2","4"
"F2188","LumA","1","2","5","3","6"
"F2189","LumA","3","4","4","6","2"
"F2190","LumA","3","4","4","6","2"
"F2191","LumA","1","2","5","3","6"
"F2192","LumB","3","4","4","6","1"
"F2193","LumA","1","2","5","3","6"
"F2194","LumA","1","2","5","3","6"
"F2195","LumB","3","4","3","1","7"
"F2196","Basal","2","3","2","2","4"
"F2197","LumA","1","2","5","3","6"
"F2198","Normal","3","4","4","5","1"
"F2199","Normal","1","1","1","4","5"
"F2200","LumA","3","4","4","6","1"
"F2201","LumA","1","2","3","1","7"
"F2202","Normal","1","2","5","3","6"
"F2203","LumA","1","2","3","5","3"
"F2204","LumA","1","2","5","3","6"
"F2205","Basal","2","3","2","2","4"
"F2206","LumA","1","2","5","3","6"
"F2207","LumA","1","2","3","1","7"
"F2208","LumA","1","2","5","3","6"
"F2209","LumB","3","4","4","1","7"
"F2210","LumB","3","1","1","5","3"
"F2211","LumA","1","2","5","3","6"
"F2212","LumA","3","4","4","6","2"
"F2213","LumB","3","4","4","6","1"
"F2214","LumA","3","4","3","5","3"
"F2215","LumA","3","4","3","1","7"
"F2216","LumA","1","2","3","1","7"
"F2217","Basal","2","3","2","2","4"
"F2218","Her2","2","1","1","4","3"
"F2219","LumA","1","2","5","3","6"
"F2220","LumA","1","2","3","1","7"
"F2221","Normal","1","2","5","3","6"
"F2222","LumA","1","2","5","3","6"
"F2223","LumA","1","2","5","3","6"
"F2224","LumB","3","4","3","1","7"
"F2225","LumB","3","4","4","5","1"
"F2226","LumB","3","4","4","6","1"
"F2227","LumA","1","2","5","3","6"
"F2228","LumB","1","1","3","1","7"
"F2229","Her2","3","1","1","5","3"
"F2230","LumA","1","1","3","1","7"
"F2231","LumA","1","2","3","1","7"
"F2232","LumB","3","4","3","5","3"
"F2233","LumA","1","2","5","3","6"
"F2234","LumA","1","2","5","3","6"
"F2235","LumA","1","2","3","1","7"
"F2236","LumB","3","1","1","5","3"
"F2237","Her2","2","1","1","4","5"
"F2238","LumA","1","2","3","5","3"
"F2239","LumA","3","4","3","5","3"
"F2240","LumA","3","4","4","6","2"
"F2241","LumB","3","4","4","6","1"
"F2242","LumB","3","4","4","6","2"
"F2243","LumB","3","4","4","6","2"
"F2244","Basal","2","3","2","2","4"
"F2245","LumB","3","4","3","5","7"
"F2246","Her2","2","1","1","4","5"
"F2247","Her2","2","1","1","4","5"
"F2248","LumB","3","4","4","6","2"
"F2249","Her2","2","1","1","4","5"
"F2250","LumA","3","4","3","1","7"
"F2251","Basal","2","3","2","2","4"
"F2252","LumA","3","4","4","6","2"
"F2253","Basal","2","3","2","2","4"
"F2254","Her2","1","1","1","5","3"
"F2255","LumB","3","4","3","1","1"
"F2256","LumA","1","2","5","3","6"
"F2257","LumB","1","1","1","5","3"
"F2258","LumB","3","4","3","1","2"
"F2259","Normal","1","2","5","3","6"
"F2260","LumA","3","2","3","1","7"
"F2261","LumA","1","2","5","3","6"
"F2262","LumA","1","2","5","3","6"
"F2263","LumB","3","4","4","6","1"
"F2264","Basal","2","3","2","2","4"
"F2265","LumA","1","2","5","3","6"
"F2266","LumA","3","4","4","6","2"
"F2267","LumB","3","4","3","1","7"
"F2268","LumA","1","2","5","3","6"
"F2269","LumA","1","2","3","1","7"
"F2270","LumA","1","2","3","1","7"
"F2271","LumA","1","2","5","3","6"
"F2272","LumA","1","2","3","1","7"
"F2273","LumB","2","1","1","5","3"
"F2274","LumA","1","2","5","3","6"
"F2275","LumA","1","2","5","3","6"
"F2276","LumA","1","2","5","3","6"
"F2277","LumA","1","2","5","3","6"
"F2278","LumA","1","2","5","3","6"
"F2279","Basal","2","3","2","2","4"
"F2280","LumB","3","1","1","5","3"
"F2281","LumB","3","4","4","5","1"
"F2282","LumA","1","2","3","1","7"
"F2283","LumA","1","2","3","1","7"
"F2284","LumA","1","2","5","3","6"
"F2285","LumB","3","4","4","5","3"
"F2286","LumA","1","2","3","5","3"
"F2287","LumB","3","1","1","5","3"
"F2288","LumA","1","2","5","3","6"
"F2289","LumA","3","4","4","6","1"
"F2290","LumA","1","2","5","3","6"
"F2291","LumA","1","2","5","3","6"
"F2292","LumA","3","4","4","6","2"
"F2293","Basal","2","3","2","2","4"
"F2294","LumA","1","2","5","3","6"
"F2295","LumA","1","2","5","3","6"
"F2296","LumB","3","4","3","1","7"
"F2297","LumA","1","2","3","1","7"
"F2298","LumA","1","2","3","1","7"
"F2299","Basal","2","3","2","2","4"
"F2300","Basal","2","3","2","2","4"
"F2301","LumB","3","4","4","6","1"
"F2302","Normal","1","2","5","3","6"
"F2303","Basal","2","3","2","2","4"
"F2304","LumA","1","2","5","3","6"
"F2305","Basal","2","3","2","2","4"
"F2306","Her2","1","1","3","1","7"
"F2307","LumA","1","2","5","3","6"
"F2308","LumB","3","4","3","1","7"
"F2309","LumB","1","2","3","1","7"
"F2310","LumA","1","2","5","3","6"
"F2311","Basal","2","3","2","2","4"
"F2312","Normal","1","2","5","3","6"
"F2313","LumB","3","4","4","6","1"
"F2314","Basal","1","1","1","5","3"
"F2315","LumA","1","2","5","3","6"
"F2316","LumA","3","4","3","1","7"
"F2317","LumA","3","4","3","1","7"
"F2318","LumA","3","4","3","1","7"
"F2319","LumA","1","2","5","3","6"
"F2320","LumA","1","2","3","1","7"
"F2321","LumA","1","2","5","3","6"
"F2322","LumA","1","2","3","1","7"
"F2323","LumA","1","2","5","3","6"
"F2324","LumA","1","2","5","3","6"
"F2325","LumB","3","4","4","6","2"
"F2326","LumA","3","4","4","6","2"
"F2327","LumB","3","4","4","5","1"
"F2328","LumB","3","4","4","5","3"
"F2329","LumB","3","4","4","6","2"
"F2330","LumA","1","2","3","1","7"
"F2331","Her2","3","4","3","5","3"
"F2332","LumB","3","4","3","1","1"
"F2333","Normal","2","3","2","2","4"
"F2334","LumA","3","4","4","6","2"
"F2335","LumA","1","2","3","1","7"
"F2336","LumA","1","1","1","5","3"
"F2337","LumB","3","1","3","1","7"
"F2338","LumA","1","2","5","3","6"
"F2339","LumA","1","2","5","1","7"
"F2340","Basal","2","3","2","2","4"
"F2341","LumA","1","2","5","3","6"
"F2342","LumA","1","2","5","3","6"
"F2343","LumA","3","4","4","5","1"
"F2344","Normal","1","2","5","3","6"
"F2345","LumA","3","4","4","6","2"
"F2346","LumA","1","2","3","1","7"
"F2347","LumA","1","2","5","3","6"
"F2348","LumA","2","1","1","5","3"
"F2349","LumA","1","2","5","3","6"
"F2350","LumA","1","2","5","3","6"
"F2351","Basal","2","3","2","2","4"
"F2352","LumA","1","2","5","3","6"
"F2353","LumA","3","4","3","1","7"
"F2354","LumA","1","1","3","1","7"
"F2355","LumB","2","1","1","5","3"
"F2356","LumB","1","2","3","1","7"
"F2357","LumA","1","2","5","3","6"
"F2358","LumB","3","4","3","1","7"
"F2359","LumB","1","2","5","3","6"
"F2360","Normal","1","1","5","5","3"
"F2361","LumA","1","2","3","1","7"
"F2362","LumB","2","1","1","5","3"
"F2363","LumB","3","1","1","5","3"
"F2364","Her2","1","1","1","5","3"
"F2365","LumB","1","1","1","5","3"
"F2366","Basal","2","3","2","2","4"
"F2367","LumA","3","4","4","6","7"
"F2368","LumA","3","4","4","6","2"
"F2369","LumA","1","2","5","3","6"
"F2370","LumB","3","4","4","6","1"
"F2371","LumB","3","1","1","5","3"
"F2372","LumA","1","2","5","3","6"
"F2373","LumA","1","2","5","3","6"
"F2374","LumA","3","4","4","6","2"
"F2375","Normal","1","2","5","3","6"
"F2376","LumA","1","2","5","3","6"
"F2377","LumB","3","4","4","5","1"
"F2378","Basal","2","3","2","2","4"
"F2379","LumA","1","2","3","1","7"
"F2380","LumB","1","1","1","5","3"
"F2381","LumA","1","2","5","3","6"
"F2382","LumA","1","1","1","5","3"
"F2383","LumA","1","2","3","1","7"
"F2384","LumA","1","2","5","3","6"
"F2385","LumA","1","2","5","3","6"
"F2386","LumA","1","2","3","5","3"
"F2387","Normal","1","2","5","3","6"
"F2388","LumB","2","1","1","5","3"
"F2389","Normal","1","2","5","3","6"
"F2390","LumB","3","4","4","6","1"
"F2391","LumA","1","2","5","3","6"
"F2392","LumA","1","2","5","3","6"
"F2393","LumB","3","4","4","6","2"
"F2394","LumA","1","2","5","3","6"
"F2395","LumA","1","2","5","3","6"
"F2396","LumA","1","2","5","3","6"
"F2397","LumA","1","2","5","3","6"
"F2398","LumA","1","2","3","1","7"
"F2399","LumA","3","4","3","1","7"
"F2400","LumB","3","4","3","1","7"
"F2401","Basal","2","3","2","2","4"
"F2402","LumB","3","4","4","5","1"
"F2403","Her2","2","1","1","4","5"
"F2404","LumA","3","4","4","6","2"
"F2405","Her2","3","1","1","4","5"
"F2406","LumA","3","4","4","6","1"
"F2407","Her2","2","1","1","4","5"
"F2408","LumA","2","1","1","4","5"
"F2409","LumA","1","2","3","1","7"
"F2410","Normal","1","2","5","3","6"
"F2411","Her2","2","1","1","4","5"
"F2412","Basal","2","3","2","2","4"
"F2413","LumA","1","2","5","5","3"
"F2414","LumB","3","4","4","5","1"
"F2415","LumA","3","4","3","1","7"
"F2416","LumA","1","2","5","3","6"
"F2417","LumA","3","4","4","6","2"
"F2418","Her2","2","1","1","4","5"
"F2419","LumB","3","4","4","6","2"
"F2420","LumA","3","4","3","1","7"
"F2421","LumB","2","1","1","5","3"
"F2422","LumB","3","4","4","6","1"
"F2423","Normal","2","3","2","2","4"
"F2424","LumA","3","4","4","6","2"
"F2425","LumA","1","2","3","1","7"
"F2426","LumA","1","2","5","3","6"
"F2427","LumA","1","2","5","3","6"
"F2428","LumA","1","2","5","3","6"
"F2429","LumA","1","2","5","3","6"
"F2430","LumB","3","1","1","5","3"
"F2431","LumB","3","4","3","1","1"
"F2432","LumA","1","2","5","3","6"
"F2433","LumA","1","2","3","1","7"
"F2434","Her2","2","1","1","4","5"
"F2435","Basal","2","1","5","3","6"
"F2436","LumB","3","1","1","5","3"
"F2437","LumA","1","2","5","3","6"
"F2438","LumA","3","4","3","1","7"
"F2439","LumA","3","4","3","1","7"
"F2440","LumA","3","4","4","6","1"
"F2441","LumA","3","4","4","6","2"
"F2442","LumA","3","4","4","6","2"
"F2443","Basal","2","3","2","2","4"
"F2444","Her2","2","1","1","4","5"
"F2445","LumA","1","2","5","3","6"
"F2446","LumA","1","2","3","1","7"
"F2447","LumB","3","4","3","1","7"
"F2448","Basal","2","3","2","2","4"
"F2449","Basal","2","3","2","2","4"
"F2450","Basal","2","3","2","2","4"
"F2451","LumA","1","2","3","1","7"
"F2452","Her2","2","1","1","4","5"
"F2453","LumB","3","4","4","6","1"
"F2454","Her2","2","1","1","4","5"
"F2455","Her2","3","4","4","6","1"
"F2456","LumA","1","2","5","3","6"
"F2457","LumB","3","4","4","6","1"
"F2458","LumB","3","4","3","1","1"
"F2459","LumA","1","2","5","3","6"
"F2460","Normal","1","2","5","3","6"
"F2461","Basal","2","3","2","2","4"
"F2462","LumA","1","2","3","1","7"
"F2463","Her2","2","1","1","4","5"
"F2464","LumA","1","2","5","3","6"
"F2465","LumA","1","2","5","3","6"
"F2466","LumA","1","2","5","3","6"
"F2467","LumB","3","4","3","1","7"
"F2468","LumA","1","2","5","3","7"
"F2469","LumA","1","2","3","1","7"
"F2470","LumA","3","4","3","1","7"
"F2471","LumB","3","4","4","5","3"
"F2472","LumB","3","4","4","1","1"
"F2473","LumA","1","2","3","1","7"
"F2474","LumA","1","2","3","1","7"
"F2475","LumA","1","2","5","3","6"
"F2476","LumA","3","4","4","6","1"
"F2477","LumA","3","4","4","6","2"
"F2478","LumA","1","2","5","3","6"
"F2479","LumA","1","2","5","3","6"
"F2480","LumA","3","4","3","1","1"
"F2481","Basal","2","3","2","2","4"
"F2482","LumA","1","2","5","3","6"
"F2483","LumB","3","4","4","6","2"
"F2484","LumA","1","2","5","3","6"
"F2485","LumA","1","2","5","3","6"
"F2486","LumA","1","2","5","3","6"
"F2487","Basal","2","3","2","2","4"
"F2488","LumA","1","2","5","3","6"
"F2489","LumA","3","4","3","1","7"
"F2490","Her2","1","1","1","4","5"
"F2491","LumA","1","2","5","3","6"
"F2492","LumB","3","4","4","5","3"
"F2493","LumB","3","4","4","5","3"
"F2494","LumB","3","4","4","6","2"
"F2495","LumA","1","2","5","3","6"
"F2496","LumA","3","4","3","1","7"
"F2497","LumA","1","2","5","3","6"
"F2498","LumB","3","4","4","5","1"
"F2499","LumA","1","2","5","1","7"
"F2500","LumA","3","4","4","5","1"
"F2501","LumA","1","2","5","3","6"
"F2502","LumB","3","4","4","5","3"
"F2503","LumB","3","4","4","6","1"
"F2504","LumB","3","1","3","5","3"
"F2505","LumA","1","2","3","1","7"
"F2506","Normal","2","1","1","4","5"
"F2507","LumA","3","4","4","6","2"
"F2508","LumA","1","2","5","1","7"
"F2509","LumB","3","4","4","6","1"
"F2510","LumA","3","4","4","6","2"
"F2511","LumA","1","2","5","3","6"
"F2512","Basal","2","3","2","2","4"
"F2513","LumA","3","4","4","6","2"
"F2514","LumA","3","4","4","6","2"
"F2515","LumA","1","2","3","1","7"
"F2516","LumA","3","4","4","5","3"
"F2517","LumA","1","2","3","1","7"
"F2518","LumA","1","2","3","1","7"
"F2519","Normal","1","2","5","3","6"
"F2520","LumA","3","4","3","1","7"
"F2521","Her2","3","4","4","6","1"
"F2522","LumA","1","2","5","3","6"
"F2523","LumA","1","2","5","3","6"
"F2524","Normal","1","2","5","3","6"
"F2525","LumA","1","2","5","3","6"
"F2526","LumA","1","2","3","1","7"
"F2527","LumA","2","1","1","5","3"
"F2528","LumA","1","2","5","3","6"
"F2529","Normal","1","2","5","3","6"
"F2530","Her2","2","1","1","4","5"
"F2531","LumA","1","2","5","3","6"
"F2532","LumA","1","2","5","3","6"
"F2533","LumA","1","2","3","1","7"
"F2534","LumA","1","2","5","3","3"
"F2535","Normal","1","2","5","3","6"
"F2536","LumA","1","2","5","1","7"
"F2537","Her2","1","1","1","5","3"
"F2538","LumA","1","2","3","1","7"
"F2539","LumB","1","1","3","1","7"
"F2540","LumA","1","2","5","5","3"
"F2541","LumB","2","1","1","5","3"
"F2542","LumA","1","2","5","3","6"
"F2543","LumB","1","2","3","1","7"
"F2544","LumB","3","1","1","5","3"
"F2545","Basal","2","3","2","2","4"
"F2546","LumB","3","4","3","1","1"
"F2547","LumA","1","1","5","5","3"
"F2548","LumB","3","4","3","5","3"
"F2549","LumA","3","4","5","5","3"
"F2550","LumA","1","2","3","1","7"
"F2551","LumA","1","2","5","3","7"
"F2552","LumA","3","4","4","6","2"
"F2553","LumA","1","2","5","3","6"
"F2554","LumA","3","4","3","1","7"
"F2555","Normal","1","1","1","5","3"
"F2556","LumB","3","4","4","6","1"
"F2557","LumB","3","4","4","1","1"
"F2558","LumA","1","2","3","1","7"
"F2559","LumB","3","4","4","6","2"
"F2560","LumA","1","2","3","1","7"
"F2561","LumB","1","2","3","1","7"
"F2562","LumA","1","2","3","1","7"
"F2563","Basal","2","3","2","2","4"
"F2564","LumA","1","2","5","3","6"
"F2565","LumA","3","4","3","1","7"
"F2566","Basal","2","1","1","4","5"
"F2567","LumA","3","4","3","1","7"
"F2568","LumB","3","4","4","6","2"
"F2569","LumA","1","2","3","1","7"
"F2570","LumB","3","4","3","5","3"
"F2571","LumA","1","2","5","3","6"
"F2572","LumA","3","4","3","1","7"
"F2573","LumB","3","1","1","5","3"
"F2574","LumA","1","2","3","1","7"
"F2575","LumB","3","1","1","5","3"
"F2576","LumB","3","4","4","6","1"
"F2577","LumB","1","1","5","5","3"
"F2578","LumB","3","4","3","1","1"
"F2579","LumA","1","2","3","1","7"
"F2580","Basal","2","3","2","2","4"
"F2581","Normal","1","1","1","4","5"
"F2582","LumA","1","2","5","3","6"
"F2583","LumA","1","2","5","3","6"
"F2584","LumA","1","2","3","1","7"
"F2585","LumB","3","4","3","1","7"
"F2586","Her2","3","1","1","4","5"
"F2587","LumA","1","2","5","3","6"
"F2588","Her2","2","1","1","4","5"
"F2589","LumA","3","4","3","1","7"
"F2590","LumA","1","2","3","1","7"
"F2591","LumA","1","2","5","3","3"
"F2592","LumA","1","2","5","3","6"
"F2593","Normal","1","2","5","3","6"
"F2594","LumA","1","2","5","5","3"
"F2595","Her2","2","1","1","4","5"
"F2596","LumA","1","2","3","1","7"
"F2597","LumA","3","4","3","1","7"
"F2598","LumB","3","4","4","6","2"
"F2599","LumB","3","4","4","6","2"
"F2600","LumB","3","4","4","6","1"
"F2601","Normal","1","2","5","3","6"
"F2602","LumA","3","4","4","6","2"
"F2603","LumA","1","2","5","3","6"
"F2604","Her2","1","1","1","4","5"
"F2605","LumB","3","4","3","1","7"
"F2606","Normal","1","2","3","1","7"
"F2607","LumB","3","4","4","6","2"
"F2608","LumA","1","2","5","3","6"
"F2609","Basal","2","3","2","2","4"
"F2610","LumA","3","4","3","1","7"
"F2611","Basal","2","3","2","2","4"
"F2612","LumB","3","4","3","1","7"
"F2613","Her2","2","1","1","4","5"
"F2614","Her2","2","1","1","4","5"
"F2615","LumB","3","4","4","6","2"
"F2616","LumA","1","2","3","1","7"
"F2617","LumA","1","2","3","1","7"
"F2618","LumA","1","2","5","3","6"
"F2619","LumB","3","4","4","6","1"
"F2620","LumA","3","4","3","1","7"
"F2621","Basal","2","3","2","2","4"
"F2622","LumA","1","2","5","5","3"
"F2623","Basal","2","3","2","2","4"
"F2624","Normal","2","1","1","4","5"
"F2625","LumA","1","2","3","1","7"
"F2626","LumB","1","1","3","1","7"
"F2627","LumA","1","2","3","1","7"
"F2628","LumA","1","2","5","3","6"
"F2629","LumA","1","2","5","3","6"
"F2630","Basal","2","3","2","2","4"
"F2631","LumB","3","4","4","6","2"
"F2632","Her2","1","1","1","4","5"
"F2633","LumA","1","2","5","3","6"
"F2634","LumA","1","2","3","1","7"
"F2635","LumA","3","4","4","6","2"
"F2636","Basal","2","3","2","2","4"
"F2637","Basal","2","3","2","2","4"
"F2638","LumA","3","4","4","6","2"
"F2639","Basal","2","3","2","2","4"
"F2640","LumA","1","2","3","1","7"
"F2641","LumB","3","4","3","1","7"
"F2642","LumB","3","4","4","5","3"
"F2643","Her2","3","1","3","4","5"
"F2644","LumA","1","2","3","1","7"
"F2645","Normal","1","1","1","4","5"
"F2646","LumA","1","2","5","3","6"
"F2647","LumA","1","2","5","5","3"
"F2648","LumA","1","2","5","3","6"
"F2649","LumA","1","2","5","3","6"
"F2650","LumB","3","4","4","6","2"
"F2651","LumB","2","1","1","5","3"
"F2652","LumA","1","2","5","3","7"
"F2653","LumA","1","2","3","1","7"
"F2654","LumA","3","4","3","1","7"
"F2655","LumA","3","4","3","1","7"
"F2656","LumB","3","1","1","5","3"
"F2657","LumA","1","2","5","3","6"
"F2658","LumB","3","4","3","1","7"
"F2659","LumB","3","4","3","1","7"
"F2660","LumB","3","4","3","5","3"
"F2661","LumA","3","4","3","1","7"
"F2662","LumB","3","1","3","1","7"
"F2663","LumA","3","4","3","1","2"
"F2664","Her2","2","1","1","4","5"
"F2665","LumA","1","2","3","1","7"
"F2666","LumA","3","4","3","1","7"
"F2667","LumA","1","2","3","1","7"
"F2668","LumA","1","2","5","3","7"
"F2669","LumA","1","1","3","1","7"
"F2670","LumA","1","2","5","3","6"
"F2671","LumA","1","2","5","3","6"
"F2672","LumA","1","2","5","5","3"
"F2673","LumA","1","2","3","1","7"
"F2674","LumA","3","4","3","1","7"
"F2675","LumA","1","2","3","1","7"
"F2676","LumA","1","2","5","5","3"
"F2677","Basal","2","3","2","2","4"
"F2678","LumA","3","4","3","1","7"
"F2679","Her2","1","1","1","5","3"
"F2680","LumB","1","2","3","1","7"
"F2681","LumA","2","1","1","4","5"
"F2682","LumA","3","4","4","6","2"
"F2683","LumA","1","2","3","1","7"
"F2684","Her2","2","1","1","4","5"
"F2685","LumA","3","4","3","1","2"
"F2686","LumA","1","2","3","1","7"
"F2687","LumA","3","4","3","1","7"
"F2688","Her2","3","1","1","4","5"
"F2689","LumB","3","4","4","6","1"
"F2690","LumA","1","2","3","1","7"
"F2691","LumB","3","4","4","6","1"
"F2692","LumA","1","2","5","3","7"
"F2693","LumA","3","4","3","1","7"
"F2694","Her2","3","1","1","4","5"
"F2695","Basal","2","3","2","2","4"
"F2696","Her2","2","1","1","4","5"
"F2697","Her2","3","1","1","5","3"
"F2698","LumA","3","4","3","1","7"
"F2699","Basal","2","3","2","2","4"
"F2700","LumB","1","2","5","5","3"
"F2701","LumA","1","2","5","3","6"
"F2702","LumB","3","1","1","5","3"
"F2703","LumB","3","4","4","6","2"
"F2704","LumA","3","4","3","6","2"
"F2705","Basal","2","3","2","2","4"
"F2706","LumA","1","2","3","1","7"
"F2707","Basal","2","3","2","2","4"
"F2708","Normal","2","1","1","4","5"
"F2709","LumB","3","4","4","5","1"
"F2710","Basal","2","3","2","2","4"
"F2711","LumA","3","4","4","6","2"
"F2712","Basal","2","3","2","2","4"
"F2713","LumA","1","2","5","3","3"
"F2714","LumA","1","2","3","1","7"
"F2715","Her2","3","4","3","1","7"
"F2716","LumB","3","4","4","6","2"
"F2717","LumB","3","4","3","5","1"
"F2718","Basal","2","3","2","2","4"
"F2719","LumA","3","4","3","1","7"
"F2720","LumA","1","2","5","3","6"
"F2721","LumA","1","2","5","3","6"
"F2722","LumB","3","4","4","6","1"
"F2723","LumA","1","2","5","3","6"
"F2724","LumB","3","1","1","5","3"
"F2725","LumB","3","4","3","5","3"
"F2726","LumA","1","2","5","3","6"
"F2727","LumA","1","2","5","3","6"
"F2728","Normal","1","2","5","3","6"
"F2729","Her2","3","1","1","4","5"
"F2730","LumB","3","1","1","5","3"
"F2731","LumB","3","4","4","6","1"
"F2732","Normal","1","2","5","3","6"
"F2733","Her2","1","1","1","5","3"
"F2734","LumA","3","4","4","6","2"
"F2735","LumB","1","1","3","1","7"
"F2736","LumB","3","4","3","1","1"
"F2737","LumA","1","2","3","1","7"
"F2738","LumA","3","4","3","1","7"
"F2739","LumA","3","4","3","1","7"
"F2740","LumB","3","4","4","6","1"
"F2741","LumA","1","2","5","3","7"
"F2742","LumA","3","4","3","1","7"
"F2743","Normal","1","2","5","3","6"
"F2744","LumB","3","4","4","6","1"
"F2745","Her2","1","1","3","1","7"
"F2746","LumA","1","2","3","5","7"
"F2747","LumA","1","2","3","1","7"
"F2748","Her2","2","1","1","4","3"
"F2749","Normal","1","2","5","3","6"
"F2750","Normal","1","1","3","1","7"
"F2751","LumB","1","2","3","5","3"
"F2752","LumA","1","2","5","3","6"
"F2753","LumA","1","2","3","1","7"
"F2754","LumA","1","2","5","1","7"
"F2755","LumA","3","4","4","5","1"
"F2756","LumA","1","2","5","3","6"
"F2757","LumA","1","2","5","3","6"
"F2758","LumA","1","2","5","3","6"
"F2759","Her2","1","1","1","5","3"
"F2760","Her2","2","1","1","4","5"
"F2761","Normal","1","2","5","3","6"
"F2762","Basal","2","3","2","2","4"
"F2763","Her2","2","1","1","5","3"
"F2764","LumA","1","2","5","3","6"
"F2765","LumA","1","2","3","1","7"
"F2766","LumB","3","4","4","6","2"
"F2767","LumB","3","4","3","1","7"
"F2768","LumB","3","4","3","1","7"
"F2769","LumA","1","2","3","1","7"
"F2770","LumB","3","4","4","6","2"
"F2771","LumA","1","2","5","3","7"
"F2772","Basal","2","3","2","2","4"
"F2773","Normal","1","2","5","3","6"
"F2774","Basal","2","1","1","4","5"
"F2775","LumB","3","4","4","6","1"
"F2776","Her2","2","1","1","4","5"
"F2777","LumB","3","4","4","6","2"
"F2778","LumA","1","2","3","1","7"
"F2779","LumB","3","4","3","5","1"
"F2780","LumA","1","2","5","3","6"
"F2781","Basal","2","3","2","2","4"
"F2782","Basal","2","3","2","2","4"
"F2783","LumA","1","2","3","1","7"
"F2784","Her2","2","1","1","4","5"
"F2785","LumB","3","4","4","6","2"
"F2786","LumA","1","2","3","1","7"
"F2787","Basal","2","3","2","2","4"
"F2788","Her2","2","1","1","4","5"
"F2789","Normal","1","2","5","3","6"
"F2790","LumB","3","1","1","5","3"
"F2791","LumB","3","4","4","1","1"
"F2792","LumB","1","1","3","5","3"
"F2793","LumA","1","2","5","3","6"
"F2794","LumA","3","4","4","6","1"
"F2795","LumA","1","2","5","3","6"
"F2796","LumA","1","2","5","3","6"
"F2797","LumA","1","2","5","5","3"
"F2798","LumB","3","4","4","6","7"
"F2799","LumA","1","2","3","1","7"
"F2800","LumB","1","2","3","1","7"
"F2801","Her2","1","1","3","1","7"
"F2802","LumA","1","1","5","3","6"
"F2803","LumA","1","2","5","3","7"
"F2804","LumA","1","2","3","1","7"
"F2805","LumB","3","4","3","5","3"
"F2806","LumA","3","4","3","1","7"
"F2807","LumA","3","4","4","6","2"
"F2808","Basal","2","3","2","2","4"
"F2809","LumA","1","2","5","3","6"
"F2810","Basal","2","3","2","2","4"
"F2811","LumB","3","4","3","5","3"
"F2812","LumA","1","2","5","3","6"
"F2813","LumA","1","2","5","5","3"
"F2814","Basal","2","3","2","2","4"
"F2815","Basal","2","3","2","2","4"
"F2816","LumB","3","4","4","6","1"
"F2817","LumA","1","2","5","3","6"
"F2818","Basal","2","3","2","2","4"
"F2819","LumB","3","1","1","5","3"
"F2820","LumB","3","4","3","1","7"
"F2821","LumA","1","2","5","3","6"
