"sample_id","true_label","k=3","k=4","k=5","k=6","k=7"
"F480","Basal","3","3","4","6","6"
"F481","LumA","3","4","5","5","5"
"F482","LumA","2","2","2","2","2"
"F483","Her2","1","1","1","1","1"
"F484","LumB","2","2","2","2","2"
"F485","LumA","2","2","2","2","2"
"F486","LumB","2","2","3","3","7"
"F487","LumA","2","2","2","2","2"
"F488","LumA","2","2","3","3","7"
"F489","LumA","3","4","5","5","5"
"F490","LumA","3","4","5","5","5"
"F491","LumA","3","3","4","6","6"
"F492","LumA","2","2","2","2","2"
"F493","LumA","3","4","5","5","5"
"F494","Basal","1","1","1","1","1"
"F495","LumB","2","2","2","2","2"
"F496","Basal","1","1","1","1","1"
"F497","LumA","2","2","3","3","7"
"F498","LumB","2","2","2","2","2"
"F499","Normal","3","4","5","5","5"
"F500","LumA","2","2","2","2","2"
"F501","LumB","2","2","2","2","2"
"F502","LumA","2","2","2","2","2"
"F503","LumB","2","2","2","2","2"
"F504","LumA","2","2","2","2","2"
"F505","LumB","2","2","3","3","3"
"F506","Basal","1","1","1","1","1"
"F507","LumB","2","2","3","3","3"
"F508","Normal","2","2","2","2","2"
"F509","LumA","2","2","2","2","2"
"F510","Her2","3","3","4","4","4"
"F511","LumA","3","4","5","5","5"
"F512","LumB","2","2","2","2","2"
"F513","Basal","1","1","1","1","1"
"F514","LumA","3","4","5","5","5"
"F515","LumA","3","4","5","5","5"
"F516","LumB","2","2","2","2","2"
"F517","LumA","2","2","2","2","2"
"F518","Her2","2","2","2","2","2"
"F519","LumA","2","2","3","3","7"
"F520","LumA","3","4","5","5","5"
"F521","LumA","3","4","5","5","5"
"F522","LumA","2","2","3","3","7"
"F523","LumA","2","2","3","3","3"
"F524","Basal","1","1","1","1","1"
"F525","LumA","3","4","5","5","5"
"F526","LumA","2","2","2","2","2"
"F527","Normal","3","4","5","5","5"
"F528","LumA","3","3","4","4","4"
"F529","Her2","3","3","4","6","6"
"F530","LumA","3","3","4","4","4"
"F531","LumB","2","2","3","3","7"
"F532","LumA","3","4","5","5","5"
"F533","LumA","2","2","3","3","7"
"F534","LumA","3","4","5","5","5"
"F535","LumA","3","4","5","5","5"
"F536","LumB","2","2","2","2","2"
"F537","LumB","2","2","3","3","7"
"F538","LumB","2","2","2","2","2"
"F539","LumA","2","2","3","3","7"
"F540","LumA","3","4","5","5","5"
"F541","LumA","2","2","2","2","2"
"F542","Her2","3","3","4","6","6"
"F543","LumA","2","2","2","2","2"
"F544","LumA","2","2","2","2","2"
"F545","Basal","1","1","1","1","1"
"F546","LumA","3","4","5","5","5"
"F547","Her2","2","2","2","2","2"
"F548","LumA","3","4","5","5","5"
"F549","LumA","2","2","2","2","2"
"F550","LumA","3","4","5","5","5"
"F551","LumA","2","2","3","3","7"
"F552","Her2","3","3","4","6","6"
"F553","LumA","2","2","2","2","2"
"F554","Basal","1","1","1","1","1"
"F555","LumA","2","2","2","2","2"
"F556","Her2","3","3","4","4","4"
"F557","LumB","2","2","3","3","3"
"F558","LumB","2","2","3","3","7"
"F559","Normal","3","3","4","6","6"
"F560","LumA","2","2","2","2","2"
"F561","LumA","2","2","3","3","7"
"F562","LumA","2","2","2","2","2"
"F563","LumB","2","2","3","3","3"
"F564","LumA","2","2","2","2","2"
"F565","LumB","2","2","2","2","2"
"F566","LumA","2","2","2","2","2"
"F567","LumA","3","4","5","5","5"
"F568","LumA","2","2","2","2","2"
"F569","Basal","3","3","4","6","6"
"F570","LumA","2","2","2","2","2"
"F571","Her2","2","2","2","2","2"
"F572","LumA","3","4","5","5","5"
"F573","Basal","1","1","1","1","1"
"F574","LumA","3","4","5","5","5"
"F575","Basal","1","1","1","1","1"
"F576","Basal","1","1","1","1","1"
"F577","Her2","3","3","4","6","6"
"F578","Her2","3","3","4","6","6"
"F579","Basal","1","1","1","1","1"
"F580","Her2","3","3","4","6","6"
"F581","LumA","3","4","5","5","5"
"F582","LumB","2","2","2","2","2"
"F583","LumA","3","4","5","5","5"
"F584","Her2","3","3","4","6","6"
"F585","LumB","3","3","4","4","4"
"F586","Normal","2","2","2","2","2"
"F587","Normal","3","3","4","4","4"
"F588","Basal","1","1","1","1","1"
"F589","Her2","3","3","4","6","6"
"F590","Basal","1","1","1","1","1"
"F591","LumA","2","2","3","3","7"
"F592","LumB","2","2","3","3","3"
"F593","LumB","2","2","3","3","3"
"F594","LumB","2","2","3","3","3"
"F595","Basal","1","1","1","1","1"
"F596","LumB","2","2","2","2","2"
"F597","LumA","3","4","5","5","5"
"F598","Her2","3","3","4","6","6"
"F599","LumB","2","2","3","3","7"
"F600","LumA","3","4","5","5","5"
"F601","LumA","2","2","2","2","2"
"F602","LumA","3","4","5","5","5"
"F603","Basal","1","1","1","1","1"
"F604","LumA","3","4","5","5","5"
"F605","Her2","3","3","4","6","6"
"F606","LumA","2","2","3","3","7"
"F607","LumA","3","4","5","5","5"
"F608","Her2","2","2","2","2","2"
"F609","LumA","3","4","5","5","5"
"F610","LumA","3","4","5","5","5"
"F611","Her2","3","3","4","6","6"
"F612","LumA","2","2","3","3","7"
"F613","LumA","3","4","5","5","5"
"F614","Her2","2","2","2","2","2"
"F615","Basal","1","1","1","1","1"
"F616","Her2","2","2","2","2","2"
"F617","LumB","2","2","3","3","3"
"F618","Basal","3","3","4","4","4"
"F619","Normal","3","4","5","5","5"
"F620","Her2","3","3","4","6","6"
"F621","Basal","1","1","1","1","1"
"F622","LumA","3","4","5","5","5"
"F623","LumA","3","3","4","4","4"
"F624","LumA","3","3","4","4","4"
"F625","LumA","3","3","4","4","4"
"F626","LumA","3","4","5","5","5"
"F627","Her2","2","2","2","2","2"
"F628","LumB","3","3","4","4","4"
"F629","Normal","2","2","2","2","2"
"F630","LumB","2","2","3","3","3"
"F631","Basal","3","3","4","6","6"
"F632","LumA","3","3","4","4","4"
"F633","LumB","2","2","2","2","2"
"F634","Normal","3","3","4","6","6"
"F635","LumA","3","4","5","5","5"
"F636","LumB","2","2","3","3","3"
"F637","LumA","2","2","2","2","2"
"F638","LumA","2","2","2","2","2"
"F639","LumB","2","2","2","2","2"
"F640","LumA","2","2","2","2","2"
"F641","LumA","3","4","5","5","5"
"F642","LumA","2","2","2","2","2"
"F643","Basal","1","1","1","1","1"
"F644","LumB","2","2","2","2","2"
"F645","LumA","3","4","5","5","5"
"F646","Normal","3","3","4","6","6"
"F647","LumB","3","3","4","4","4"
"F648","Her2","3","3","4","4","4"
"F649","LumA","2","2","2","2","2"
"F650","Basal","1","1","1","1","1"
"F651","LumA","3","4","5","5","5"
"F652","LumA","2","2","3","3","7"
"F653","LumA","3","4","5","5","5"
"F654","Basal","1","1","1","1","1"
"F655","Her2","3","3","4","6","6"
"F656","LumB","2","2","2","2","2"
"F657","Normal","3","3","4","4","4"
"F658","LumA","2","2","3","3","3"
"F659","LumA","3","4","5","5","5"
"F660","LumA","2","2","3","3","3"
"F661","LumA","3","4","5","5","5"
"F662","LumA","2","2","2","2","2"
"F663","Normal","3","4","5","5","5"
"F664","LumA","3","3","4","4","4"
"F665","Basal","1","1","1","1","1"
"F666","LumA","2","2","3","3","7"
"F667","LumB","2","2","3","3","3"
"F668","Normal","3","4","5","5","5"
"F669","LumA","3","4","5","5","5"
"F670","LumA","3","4","5","5","5"
"F671","LumA","3","4","5","5","5"
"F672","Basal","1","1","1","1","1"
"F673","Basal","1","1","1","1","1"
"F674","LumA","2","2","2","2","2"
"F675","Basal","1","1","1","1","1"
"F676","LumA","2","2","2","2","2"
"F677","Normal","3","4","5","5","5"
"F678","LumB","2","2","2","2","2"
"F679","LumB","2","2","2","2","2"
"F680","Normal","3","4","5","5","5"
"F681","LumB","2","2","2","2","2"
"F682","Normal","3","3","4","6","6"
"F683","LumA","3","3","4","4","4"
"F684","Normal","3","4","5","5","5"
"F685","LumB","2","2","3","3","7"
"F686","LumA","3","3","4","4","4"
"F687","LumA","2","2","3","3","7"
"F688","LumA","3","4","5","5","5"
"F689","LumA","2","2","2","2","2"
"F690","LumA","3","3","4","4","4"
"F691","LumB","2","2","3","3","7"
"F692","LumA","3","3","4","4","4"
"F693","LumA","3","3","4","4","4"
"F694","Her2","3","3","4","6","6"
"F695","LumA","2","2","3","3","7"
"F696","LumB","2","2","3","3","3"
"F697","LumA","3","4","5","5","5"
"F698","LumA","3","4","5","5","5"
"F699","LumA","3","4","5","5","5"
"F700","LumA","3","4","5","5","5"
"F701","Basal","1","1","1","1","1"
"F702","LumA","2","2","3","3","7"
"F703","LumB","2","2","2","2","2"
"F704","Her2","3","3","4","6","6"
"F705","LumA","3","4","5","5","5"
"F706","LumB","3","3","4","4","4"
"F707","LumA","2","2","2","2","2"
"F708","LumA","3","3","4","6","6"
"F709","LumA","3","4","5","5","5"
"F710","LumB","2","2","3","3","3"
"F711","LumA","3","4","5","5","5"
"F712","LumA","2","2","3","3","3"
"F713","Basal","1","1","1","1","1"
"F714","LumB","2","2","2","2","2"
"F715","LumB","2","2","2","2","2"
"F716","Normal","3","4","5","5","5"
"F717","LumA","3","4","5","5","5"
"F718","LumA","2","2","3","3","7"
"F719","Her2","3","3","4","6","6"
"F720","Her2","2","2","2","2","2"
"F721","Her2","3","3","4","6","6"
"F722","LumA","2","2","2","2","2"
"F723","LumA","2","2","2","2","2"
"F724","Her2","3","3","4","6","6"
"F725","Her2","2","2","2","2","2"
"F726","LumB","2","2","2","2","2"
"F727","LumA","2","2","2","2","2"
"F728","LumA","3","4","5","5","5"
"F729","LumA","3","4","5","5","5"
"F730","Basal","1","1","1","1","1"
"F731","LumA","2","2","3","3","7"
"F732","Basal","1","1","1","1","1"
"F733","LumA","2","2","3","3","3"
"F734","LumA","2","2","2","2","2"
"F735","Her2","2","2","2","2","2"
"F736","Normal","3","3","4","4","4"
"F737","LumA","3","4","5","5","5"
"F738","LumB","2","2","2","2","2"
"F739","LumB","2","2","3","3","3"
"F740","Basal","1","1","1","1","1"
"F741","Normal","3","3","4","6","6"
"F742","LumB","2","2","2","2","2"
"F743","LumB","2","2","3","3","3"
"F744","LumA","2","2","3","3","3"
"F745","LumA","2","2","3","3","7"
"F746","Basal","3","3","4","6","6"
"F747","LumB","2","2","3","3","3"
"F748","Normal","3","3","4","6","6"
"F749","LumA","3","3","4","4","4"
"F750","LumA","2","2","2","2","2"
"F751","Normal","3","4","5","5","5"
"F752","Her2","3","3","4","6","6"
"F753","LumA","2","2","2","2","2"
"F754","LumA","2","2","3","3","3"
"F755","Normal","3","3","4","6","6"
"F756","LumB","3","3","4","4","4"
"F757","LumA","2","2","2","2","2"
"F758","Her2","2","2","2","2","2"
"F759","LumB","2","2","3","3","7"
"F760","LumA","2","2","2","2","2"
"F761","Basal","3","3","4","6","6"
"F762","LumB","2","2","3","3","7"
"F763","Basal","1","1","1","1","1"
"F764","Normal","2","2","2","2","2"
"F765","LumB","2","2","3","3","7"
"F766","Basal","1","1","1","1","1"
"F767","LumB","2","2","3","3","7"
"F768","Normal","3","4","5","5","5"
"F769","Her2","3","3","4","6","6"
"F770","Normal","3","3","4","4","4"
"F771","LumA","3","4","5","5","5"
"F772","LumA","2","2","2","2","2"
"F773","LumA","3","4","5","5","5"
"F774","LumA","2","2","3","3","7"
"F775","LumA","3","4","5","5","5"
"F776","LumA","2","2","3","3","7"
"F777","LumA","3","3","4","4","4"
"F778","LumA","2","2","3","3","7"
"F779","LumB","2","2","2","2","2"
"F780","LumA","2","2","3","3","7"
"F781","Normal","3","4","5","5","5"
"F782","LumA","3","4","5","5","5"
"F783","LumA","2","2","3","3","7"
"F784","Basal","1","1","1","1","1"
"F785","Basal","1","1","1","1","1"
"F786","LumA","2","2","2","2","2"
"F787","LumB","3","3","4","4","4"
"F788","LumA","2","2","2","2","2"
"F789","LumB","2","2","3","3","3"
"F790","LumB","2","2","3","3","3"
"F791","LumA","3","4","5","5","5"
"F792","LumA","2","2","3","3","7"
"F793","LumB","2","2","3","3","7"
"F794","LumB","2","2","2","2","2"
"F795","Her2","2","2","2","2","2"
"F796","LumB","2","2","2","2","2"
"F797","Her2","3","3","4","6","6"
"F798","LumA","3","4","5","5","5"
"F799","LumA","3","4","5","5","5"
"F800","LumA","2","2","3","3","7"
"F801","Basal","1","1","1","1","1"
"F802","LumB","2","2","3","3","3"
"F803","LumA","3","4","5","5","5"
"F804","LumB","2","2","2","2","2"
"F805","Normal","3","4","5","5","5"
"F806","Basal","1","1","1","1","1"
"F807","Basal","1","1","1","1","1"
"F808","Her2","2","2","2","2","2"
"F809","Basal","1","1","1","1","1"
"F810","LumA","2","2","3","3","7"
"F811","LumA","2","2","3","3","7"
"F812","LumA","2","2","2","2","2"
"F813","Basal","1","1","1","1","1"
"F814","LumB","2","2","3","3","3"
"F815","Her2","3","3","4","6","6"
"F816","LumA","2","2","3","3","3"
"F817","LumA","2","2","3","3","7"
"F818","Normal","3","4","5","5","5"
"F819","Her2","3","3","4","6","6"
"F820","LumB","2","2","2","2","2"
"F821","LumA","2","2","3","3","7"
"F822","LumA","3","4","5","5","5"
"F823","LumA","2","2","2","2","2"
"F824","LumA","2","2","3","3","7"
"F825","LumB","2","2","3","3","3"
"F826","LumA","3","4","5","5","5"
"F827","Basal","2","2","2","2","2"
"F828","LumA","3","4","5","5","5"
"F829","LumB","2","2","3","3","7"
"F830","Her2","3","3","4","6","6"
"F831","LumB","2","2","3","3","3"
"F832","LumB","2","2","2","2","2"
"F833","LumA","2","2","2","2","2"
"F834","LumA","3","4","5","5","5"
"F835","LumA","2","2","3","3","3"
"F836","Her2","3","3","4","4","4"
"F837","LumB","2","2","2","2","2"
"F838","LumA","2","2","2","2","2"
"F839","LumA","3","3","4","4","4"
"F840","LumA","3","4","5","5","5"
"F841","LumA","2","2","2","2","2"
"F842","LumB","2","2","3","3","3"
"F843","LumA","2","2","2","2","2"
"F844","LumA","2","2","2","2","2"
"F845","Her2","3","3","4","6","6"
"F846","LumA","2","2","3","3","7"
"F847","LumB","2","2","3","3","3"
"F848","Basal","1","1","1","1","1"
"F849","Basal","1","1","1","1","1"
"F850","LumA","2","2","2","2","2"
"F851","LumB","2","2","3","3","3"
"F852","Her2","3","3","4","6","6"
"F853","LumA","3","4","5","5","5"
"F854","LumB","2","2","2","2","2"
"F855","LumA","3","4","5","5","5"
"F856","Her2","3","3","4","6","6"
"F857","LumA","2","2","3","3","7"
"F858","Basal","1","1","1","1","1"
"F859","Her2","3","3","4","4","4"
"F860","Normal","3","4","5","5","5"
"F861","LumB","2","2","3","3","3"
"F862","Normal","3","4","5","5","5"
"F863","LumB","3","3","4","4","4"
"F864","LumA","3","4","5","5","5"
"F865","LumA","3","4","5","5","5"
"F866","Her2","3","3","4","6","6"
"F867","LumA","2","2","3","3","7"
"F868","LumB","2","2","3","3","3"
"F869","LumB","2","2","2","2","2"
"F870","LumA","2","2","3","3","7"
"F871","Normal","3","3","4","4","4"
"F872","LumA","3","3","4","4","4"
"F873","Basal","1","1","1","1","1"
"F874","LumA","2","2","3","3","7"
"F875","Basal","1","1","1","1","1"
"F876","LumB","2","2","2","2","2"
"F877","Her2","2","2","2","2","2"
"F878","Her2","3","3","4","6","6"
"F879","Normal","3","3","4","4","4"
"F880","LumB","2","2","2","2","2"
"F881","LumA","2","2","3","3","7"
"F882","Basal","1","1","1","1","1"
"F883","LumA","3","4","5","5","5"
"F884","Basal","1","1","1","1","1"
"F885","LumA","2","2","2","2","2"
"F886","Her2","3","3","4","4","4"
"F887","Her2","2","2","2","2","2"
"F888","Her2","3","3","4","4","4"
"F889","LumA","3","4","5","5","5"
"F890","Basal","3","3","4","6","6"
"F891","LumA","3","4","5","5","5"
"F892","LumA","3","4","5","5","5"
"F893","Normal","3","3","4","6","6"
"F894","LumA","3","4","5","5","5"
"F895","Basal","1","1","1","1","1"
"F896","LumA","2","2","2","2","2"
"F897","LumA","3","4","5","5","5"
"F898","LumB","2","2","3","3","3"
"F899","LumB","2","2","2","2","2"
"F900","LumA","3","4","5","5","5"
"F901","LumA","2","2","3","3","7"
"F902","Her2","3","3","4","6","6"
"F903","Her2","3","3","4","6","6"
"F904","Basal","1","1","1","1","1"
"F905","Basal","1","1","1","1","1"
"F906","LumA","2","2","3","3","3"
"F907","LumA","2","2","3","3","7"
"F908","LumA","2","2","2","2","2"
"F909","Normal","3","4","5","5","5"
"F910","LumB","2","2","2","2","2"
"F911","LumB","2","2","2","2","2"
"F912","LumA","3","3","4","4","4"
"F913","LumA","2","2","3","3","7"
"F914","LumB","2","2","3","3","3"
"F915","LumA","2","2","3","3","7"
"F916","Basal","1","1","1","1","1"
"F917","LumA","3","4","5","5","5"
"F918","LumB","2","2","3","3","3"
"F919","LumA","3","4","5","5","5"
"F920","LumB","2","2","2","2","2"
"F921","Basal","1","1","1","1","1"
"F922","LumB","2","2","2","2","2"
"F923","LumA","2","2","2","2","2"
"F924","LumA","3","4","5","5","5"
"F925","Basal","3","3","4","6","6"
"F926","Normal","3","4","5","5","5"
"F927","Basal","1","1","1","1","1"
"F928","LumA","2","2","3","3","7"
"F929","LumA","3","4","5","5","5"
"F930","Her2","3","3","4","4","4"
"F931","LumB","2","2","2","2","2"
"F932","Her2","3","3","4","6","6"
"F933","LumA","2","2","2","2","2"
"F934","LumA","3","4","5","5","5"
"F935","LumA","3","3","4","4","4"
"F936","LumA","3","4","5","5","5"
"F937","LumB","2","2","2","2","2"
"F938","Normal","3","4","5","5","5"
"F939","LumA","3","4","5","5","5"
"F940","LumB","2","2","3","3","3"
"F941","Normal","3","4","5","5","5"
"F942","Her2","3","3","4","6","6"
"F943","LumA","2","2","3","3","3"
"F944","LumB","3","3","4","4","4"
"F945","LumA","3","4","5","5","5"
"F946","LumA","2","2","3","3","3"
"F947","LumB","2","2","3","3","3"
"F948","Her2","3","3","4","6","6"
"F949","LumA","3","4","5","5","5"
"F950","LumA","3","4","5","5","5"
"F951","LumA","3","4","5","5","5"
"F952","LumA","3","3","4","4","4"
"F953","Basal","1","1","1","1","1"
"F954","LumA","3","3","4","4","4"
"F955","LumA","3","4","5","5","5"
"F956","Her2","3","3","4","6","6"
"F957","LumA","2","2","2","2","2"
"F958","LumA","2","2","3","3","7"
"F959","LumB","2","2","3","3","3"
"F960","LumA","3","4","5","5","5"
"F961","LumA","2","2","2","2","2"
"F962","Basal","3","3","4","6","6"
"F963","LumB","3","3","4","4","4"
"F964","LumA","3","3","4","4","4"
"F965","Basal","1","1","1","1","1"
"F966","LumA","3","4","5","5","5"
"F967","Her2","3","3","4","6","6"
"F968","LumA","2","2","2","2","2"
"F969","Her2","3","3","4","6","6"
"F970","LumB","2","2","2","2","2"
"F971","Normal","3","4","5","5","5"
"F972","LumA","3","3","4","4","4"
"F973","LumA","2","2","3","3","7"
"F974","Normal","3","3","4","4","4"
"F975","LumB","2","2","2","2","2"
"F976","Normal","3","4","5","5","5"
"F977","Basal","1","1","1","1","1"
"F978","Basal","1","1","1","1","1"
"F979","LumA","3","4","5","5","5"
"F980","LumA","2","2","2","2","2"
"F981","LumA","3","4","5","5","5"
"F982","Her2","2","2","2","2","2"
"F983","Her2","3","3","4","6","6"
"F984","LumA","3","4","5","5","5"
"F985","Basal","3","3","4","6","6"
"F986","Basal","1","1","1","1","1"
"F987","LumA","2","2","3","3","7"
"F988","LumA","3","4","5","5","5"
"F989","LumA","3","4","5","5","5"
"F990","Basal","1","1","1","1","1"
"F991","LumA","2","2","3","3","7"
"F992","LumB","2","2","3","3","3"
"F993","Normal","3","4","5","5","5"
"F994","LumA","2","2","3","3","7"
"F995","LumB","2","2","2","2","2"
"F996","LumB","2","2","3","3","3"
"F997","LumA","3","4","5","5","5"
"F998","LumB","3","3","4","6","6"
"F999","Basal","1","1","1","1","1"
"F1000","LumB","2","2","2","2","2"
"F1001","LumA","3","3","4","4","4"
"F1002","LumB","2","2","2","2","2"
"F1003","LumA","2","2","2","2","2"
"F1004","Basal","1","1","1","1","1"
"F1005","LumA","3","4","5","5","5"
"F1006","LumA","3","4","5","5","5"
"F1007","LumA","3","4","5","5","5"
"F1008","LumA","3","4","5","5","5"
"F1009","LumB","2","2","2","2","2"
"F1010","LumB","2","2","3","3","7"
"F1011","LumB","2","2","3","3","7"
"F1012","Basal","1","1","1","1","1"
"F1013","Normal","3","3","4","4","4"
"F1014","LumA","3","4","5","5","5"
"F1015","Basal","1","1","1","1","1"
"F1016","LumA","2","2","2","2","2"
"F1017","LumA","3","3","4","6","6"
"F1018","LumA","3","4","5","5","5"
"F1019","LumA","3","4","5","5","5"
"F1020","LumA","2","2","3","3","7"
"F1021","LumA","2","2","3","3","7"
"F1022","LumB","2","2","2","2","2"
"F1023","LumA","3","4","5","5","5"
"F1024","LumA","3","4","5","5","5"
"F1025","LumB","2","2","3","3","7"
"F1026","LumA","3","4","5","5","5"
"F1027","LumA","2","2","2","2","2"
"F1028","LumA","2","2","3","3","7"
"F1029","LumB","2","2","3","3","3"
"F1030","LumA","3","4","5","5","5"
"F1031","LumA","2","2","2","2","2"
"F1032","LumA","3","4","5","5","5"
"F1033","LumA","3","4","5","5","5"
"F1034","LumA","2","2","3","3","3"
"F1035","LumB","2","2","2","2","2"
"F1036","LumA","3","4","5","5","5"
"F1037","LumA","3","4","5","5","5"
"F1038","Normal","3","4","5","5","5"
"F1039","Normal","3","4","5","5","5"
"F1040","LumA","2","2","2","2","2"
"F1041","Normal","3","4","5","5","5"
"F1042","LumA","2","2","2","2","2"
"F1043","LumA","3","4","5","5","5"
"F1044","LumA","2","2","2","2","2"
"F1045","LumA","2","2","2","2","2"
"F1046","Normal","3","4","5","5","5"
"F1047","LumB","2","2","2","2","2"
"F1048","Basal","1","1","1","1","1"
"F1049","Basal","1","1","1","1","1"
"F1050","Normal","2","2","2","2","2"
"F1051","LumA","2","2","3","3","7"
"F1052","LumA","2","2","3","3","7"
"F1053","LumA","3","4","5","5","5"
"F1054","LumA","3","4","5","5","5"
"F1055","Her2","3","3","4","6","6"
"F1056","LumB","2","2","3","3","3"
"F1057","LumB","3","3","4","4","4"
"F1058","LumA","3","4","5","5","5"
"F1059","LumA","3","4","5","5","5"
"F1060","LumB","2","2","3","3","3"
"F1061","Basal","1","1","1","1","1"
"F1062","LumA","3","4","5","5","5"
"F1063","LumB","1","1","1","1","1"
"F1064","LumA","3","4","5","5","5"
"F1065","LumA","2","2","2","2","2"
"F1066","LumA","3","4","5","5","5"
"F1067","LumA","2","2","3","3","7"
"F1068","LumB","2","2","2","2","2"
"F1069","LumA","3","4","5","5","5"
"F1070","LumB","2","2","2","2","2"
"F1071","Normal","3","4","5","5","5"
"F1072","Her2","3","3","4","6","6"
"F1073","Normal","3","4","5","5","5"
"F1074","LumA","2","2","2","2","2"
"F1075","LumA","3","4","5","5","5"
"F1076","Her2","2","2","2","2","2"
"F1077","Her2","2","2","2","2","2"
"F1078","LumA","3","3","4","4","4"
"F1079","LumA","2","2","2","2","2"
"F1080","LumA","2","2","3","3","7"
"F1081","LumB","2","2","2","2","2"
"F1082","LumA","3","4","5","5","5"
"F1083","Basal","1","1","1","1","1"
"F1084","Her2","2","2","2","2","2"
"F1085","Basal","1","1","1","1","1"
"F1086","Normal","3","3","4","6","6"
"F1087","Basal","1","1","1","1","1"
"F1088","Basal","1","1","1","1","1"
"F1089","LumA","2","2","3","3","3"
"F1090","LumB","2","2","3","3","3"
"F1091","LumA","2","2","2","2","2"
"F1092","Normal","3","3","4","6","6"
"F1093","LumA","2","2","2","2","2"
"F1094","Basal","1","1","1","1","1"
"F1095","LumB","2","2","3","3","3"
"F1096","LumB","2","2","2","2","2"
"F1097","Her2","3","3","4","6","6"
"F1098","LumB","2","2","3","3","7"
"F1099","LumA","2","2","2","2","2"
"F1100","LumB","2","2","3","3","7"
"F1101","LumB","3","3","4","4","4"
"F1102","LumA","2","2","3","3","7"
"F1103","LumA","2","2","2","2","2"
"F1104","LumA","3","4","5","5","5"
"F1105","LumA","3","4","5","5","5"
"F1106","Normal","3","4","5","5","5"
"F1107","LumA","3","4","5","5","5"
"F1108","Normal","3","3","4","4","4"
"F1109","LumA","3","4","5","5","5"
"F1110","LumB","2","2","2","2","2"
"F1111","LumA","2","2","3","3","7"
"F1112","LumA","2","2","3","3","7"
"F1113","Normal","3","4","5","5","5"
"F1114","LumB","3","3","4","4","4"
"F1115","LumA","3","4","5","5","5"
"F1116","Normal","3","4","5","5","5"
"F1117","Normal","3","4","5","5","5"
"F1118","Her2","3","3","4","4","4"
"F1119","LumA","2","2","3","3","7"
"F1120","LumA","2","2","2","2","2"
"F1121","Normal","3","4","5","5","5"
"F1122","Basal","1","1","1","1","1"
"F1123","LumA","3","4","5","5","5"
"F1124","Basal","1","1","1","1","1"
"F1125","LumA","3","4","5","5","5"
"F1126","Normal","3","4","5","5","5"
"F1127","LumA","2","2","2","2","2"
"F1128","LumB","2","2","2","2","2"
"F1129","Normal","3","4","5","5","5"
"F1130","LumA","3","4","5","5","5"
"F1131","LumA","2","2","3","3","7"
"F1132","LumA","2","2","2","2","2"
"F1133","LumB","2","2","3","3","7"
"F1134","LumA","3","4","5","5","5"
"F1135","Normal","3","4","5","5","5"
"F1136","LumA","3","4","5","5","5"
"F1137","Normal","3","3","4","4","4"
"F1138","LumA","2","2","3","3","7"
"F1139","LumA","3","4","5","5","5"
"F1140","LumA","2","2","3","3","7"
"F1141","LumA","3","4","5","5","5"
"F1142","Her2","3","3","4","6","6"
"F1143","Her2","3","3","4","6","6"
"F1144","LumA","3","4","5","5","5"
"F1145","LumA","2","2","3","3","3"
"F1146","LumA","3","4","5","5","5"
"F1147","Basal","1","1","1","1","1"
"F1148","LumA","2","2","2","2","2"
"F1149","Normal","3","4","5","5","5"
"F1150","LumB","3","3","4","4","4"
"F1151","Her2","2","2","2","2","2"
"F1152","LumA","3","4","5","5","5"
"F1153","LumA","2","2","2","2","2"
"F1154","LumA","3","4","5","5","5"
"F1155","LumA","2","2","3","3","7"
"F1156","LumA","2","2","2","2","2"
"F1157","LumA","3","3","4","4","4"
"F1158","LumA","2","2","3","3","7"
"F1159","Basal","3","3","4","4","4"
"F1160","Basal","3","3","4","6","6"
"F1161","Her2","3","3","4","4","4"
"F1162","LumA","2","2","3","3","3"
"F1163","Her2","3","3","4","6","6"
"F1164","LumA","2","2","2","2","2"
"F1165","LumA","2","2","2","2","2"
"F1166","LumA","2","2","2","2","2"
"F1167","LumA","3","3","4","6","6"
"F1168","LumB","2","2","3","3","3"
"F1169","LumA","2","2","2","2","2"
"F1170","Her2","3","3","4","6","6"
"F1171","LumA","3","4","5","5","5"
"F1172","LumA","3","4","5","5","5"
"F1173","LumA","2","2","2","2","2"
"F1174","Her2","3","3","4","6","6"
"F1175","LumB","2","2","2","2","2"
"F1176","LumA","3","4","5","5","5"
"F1177","LumA","2","2","2","2","2"
"F1178","LumA","2","2","2","2","2"
"F1179","LumA","3","3","4","6","6"
"F1180","LumA","2","2","2","2","2"
"F1181","LumA","3","3","4","4","4"
"F1182","LumA","3","4","5","5","5"
"F1183","Basal","1","1","1","1","1"
"F1184","LumA","3","4","5","5","5"
"F1185","LumA","2","2","2","2","2"
"F1186","LumB","3","3","4","4","4"
"F1187","Her2","2","2","2","2","2"
"F1188","LumA","3","4","5","5","5"
"F1189","LumA","2","2","2","2","2"
"F1190","LumA","2","2","3","3","7"
"F1191","LumA","3","4","5","5","5"
"F1192","Normal","3","3","4","6","6"
"F1193","LumA","2","2","2","2","2"
"F1194","LumA","2","2","2","2","2"
"F1195","LumA","2","2","2","2","2"
"F1196","Basal","1","1","1","1","1"
"F1197","Her2","3","3","4","6","6"
"F1198","LumA","3","4","5","5","5"
"F1199","LumB","3","3","4","4","4"
"F1200","LumA","3","4","5","5","5"
"F1201","LumA","3","4","5","5","5"
"F1202","LumA","3","4","5","5","5"
"F1203","LumA","3","4","5","5","5"
